diseases,symptom_text
skin pigmentation disorder,"itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles"
skin pigmentation disorder,"skin growth, skin rash, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin moles"
skin pigmentation disorder,"acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin moles"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin rash, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, skin moles, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin rash"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin lesion, skin moles, skin rash"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin moles"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin growth, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, skin growth, skin moles, skin rash, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin lesion, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin moles, skin swelling"
skin pigmentation disorder,"itching of skin, skin growth, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, itching of skin, skin growth, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin rash, warts"
skin pigmentation disorder,"itching of skin, skin dryness peeling scaliness or roughness, skin moles, skin swelling"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin swelling"
skin pigmentation disorder,"acne or pimples, skin growth, skin lesion"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin growth, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin rash"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin moles, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, warts"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin moles, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin rash, warts"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin moles, skin rash, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin moles, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin dryness peeling scaliness or roughness, skin growth, skin rash, skin swelling"
skin pigmentation disorder,"itching of skin, skin growth, skin lesion, skin swelling, warts"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, skin lesion, skin moles"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, skin growth, skin lesion, skin moles, skin swelling, warts"
skin pigmentation disorder,"irregular appearing scalp, itching of skin, skin moles, skin swelling, warts"
skin pigmentation disorder,"skin growth, skin moles"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin rash, skin swelling"
skin pigmentation disorder,"acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin moles, warts"
skin pigmentation disorder,"itching of skin, skin dryness peeling scaliness or roughness, skin growth, skin lesion, skin rash, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness, skin lesion, skin swelling"
skin pigmentation disorder,"abnormal appearing skin, acne or pimples, irregular appearing scalp, itching of skin, skin dryness peeling scaliness or roughness"
skin pigmentation disorder,"acne or pimples, skin growth, skin lesion, skin moles"
skin pigmentation disorder,"itching of skin, skin dryness peeling scaliness or roughness, warts"
skin pigmentation disorder,"abnormal appearing skin, irregular appearing scalp, itching of skin, skin growth, skin moles"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, fluid retention, vomiting"
diabetic ketoacidosis,"fluid retention, frequent urination, sharp abdominal pain, sharp chest pain, vomiting, weakness"
diabetic ketoacidosis,"decreased appetite, diarrhea, fluid retention, frequent urination, nausea, sharp chest pain"
diabetic ketoacidosis,"diarrhea, fluid retention, vomiting"
diabetic ketoacidosis,"nausea, sharp abdominal pain, sharp chest pain, weakness"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, frequent urination, sharp abdominal pain, weakness"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, fluid retention, frequent urination, nausea, vomiting"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, fluid retention, nausea, vomiting, weakness"
diabetic ketoacidosis,"depressive or psychotic symptoms, diarrhea"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, frequent urination, nausea, sharp chest pain, vomiting, weakness"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, weakness"
diabetic ketoacidosis,"decreased appetite, sharp abdominal pain, sharp chest pain, weakness"
diabetic ketoacidosis,"depressive or psychotic symptoms, sharp abdominal pain, sharp chest pain"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, frequent urination, nausea, sharp abdominal pain, sharp chest pain, vomiting"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, frequent urination, sharp abdominal pain, vomiting"
diabetic ketoacidosis,"decreased appetite, diarrhea"
diabetic ketoacidosis,"frequent urination, sharp abdominal pain, sharp chest pain"
diabetic ketoacidosis,"depressive or psychotic symptoms, diarrhea, nausea, sharp abdominal pain, weakness"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, frequent urination, nausea, sharp abdominal pain"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, nausea, sharp abdominal pain, vomiting"
diabetic ketoacidosis,"depressive or psychotic symptoms, diarrhea, frequent urination, nausea, weakness"
diabetic ketoacidosis,"decreased appetite, fluid retention, vomiting"
diabetic ketoacidosis,"frequent urination, sharp abdominal pain, vomiting"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, fluid retention, frequent urination, nausea, sharp chest pain, vomiting"
diabetic ketoacidosis,"decreased appetite, fluid retention, sharp abdominal pain, vomiting, weakness"
diabetic ketoacidosis,"decreased appetite, frequent urination, nausea"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, fluid retention, vomiting, weakness"
diabetic ketoacidosis,"fluid retention, nausea, sharp abdominal pain, weakness"
diabetic ketoacidosis,"depressive or psychotic symptoms, fluid retention, nausea, sharp chest pain, vomiting"
diabetic ketoacidosis,"decreased appetite, diarrhea, sharp chest pain, vomiting"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, fluid retention, frequent urination, sharp abdominal pain, vomiting"
diabetic ketoacidosis,"decreased appetite, diarrhea, fluid retention, frequent urination, nausea, sharp abdominal pain, weakness"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, diarrhea, frequent urination, vomiting"
diabetic ketoacidosis,"decreased appetite, fluid retention, frequent urination, nausea, vomiting"
diabetic ketoacidosis,"decreased appetite, depressive or psychotic symptoms, sharp abdominal pain, sharp chest pain, vomiting, weakness"
diabetic ketoacidosis,"depressive or psychotic symptoms, frequent urination, sharp chest pain, vomiting, weakness"
